X;Y;region;departement;commune;site;start;end;period;theme;type
657876,535;6667326,824;Centre;Cher;Saint-Germain-du-Puy;Les Boubards;2011-06-14 00:00:00;2011-09-02 00:00:00;#Antiquité#Moyen Âge;#Cultes et pratiques funéraires#Industrie, artisanat#Paysage et environnement;fouille
112075,83;6839887,73;Bretagne;Finistère;Île-Molène;Beg ar Loued;2003-03-01;2011-09-09;#Néolithique#Protohistoire;#Habitats, architecture, édifices#Paysage et environnement#Peuplement, occupation espace;fouille
705182,526;6521515,637;Auvergne;Puy-de-Dôme;Clermont-Ferrand;ZAC de Trémonteix;2010-09-08 00:00:00;2011-09-15 00:00:00;#Antiquité#Moyen Âge;#Cultes et pratiques funéraires#Habitats, architecture, édifices;fouille
707904,9375;7010510,5;Nord-Pas-de-Calais;Pas-de-Calais;Bourlon;La Vallée de Marquion;2011-05-04 00:00:00;2011-10-07 00:00:00;#Moyen Âge;#Cultes et pratiques funéraires#Habitats, architecture, édifices#Industrie, artisanat#Peuplement, occupation espace;fouille
650692,505;6846991,263;Ile-de-France;Essonne;Wissous;Zone sud ouest aéroport Paris-Orly;2011-09-01 00:00:00;2011-10-10 00:00:00;#Protohistoire#Antiquité;#Habitats, architecture, édifices#Industrie, artisanat#Vie quotidienne, usages;fouille
679486;6864439;Ile-de-France;Seine-et-Marne;Lagny-sur-Marne;19-25 avenue Grouard;2011-10-03;2011-10-22;#Moyen Âge;#Cultes et pratiques funéraires;fouille
695677,3125;6966057;Nord-Pas-de-Calais;Nord;Béthencourt;Vallée des Marottes;2011-09-12 00:00:00;2011-10-28 00:00:00;#Antiquité;#Industrie, artisanat#Peuplement, occupation espace;fouille
693000,0625;6976371,5;Picardie;Somme;Barleux;Dessus des Plates Pierres, Les Onze Polleux, Le Bois Crochette, Les Croix Noires et La Cloche;2010-09-13 00:00:00;2011-10-30 00:00:00;#Protohistoire#Antiquité#Moderne, Contemporain;#Cultes et pratiques funéraires#Échange et transport#Habitats, architecture, édifices#Industrie, artisanat#Peuplement, occupation espace;fouille
590264;6837691;Centre;Eure-et-Loir;Nogent-le-Roi;Le Poirier  Les Gués;2011-08-23 00:00:00;2011-11-04 00:00:00;#Antiquité#Moyen Âge#Moderne, Contemporain;#Archéologie des conflits#Habitats, architecture, édifices#Industrie, artisanat;fouille
695661;6959000,5;Picardie;Somme;Moyencourt;Le Haut du Bois de Pique;2010-06-28 00:00:00;2011-11-17 00:00:00;#Protohistoire#Antiquité;#Cultes et pratiques funéraires#Échange et transport;fouille
695199,3125;6968640;Picardie;Somme;Épénancourt;Les Rouges Monts et La Grosse Borne;2011-09-12 00:00:00;2011-11-25 00:00:00;#Protohistoire;#Habitats, architecture, édifices;fouille
525935;6701315,5;Centre;Indre-et-Loire;Tours;Tramway, rue Charles-Gille;2011-02-21 00:00:00;2011-12-21 00:00:00;#Antiquité#Moyen Âge#Moderne, Contemporain;#Cultes et pratiques funéraires#Vie quotidienne, usages;fouille
695341,5625;6963794;Picardie;Somme;Rouy-le-Grand;Vallée Ronvalle;2011-10-03 00:00:00;2011-12-23 00:00:00;#Protohistoire#Antiquité;#Cultes et pratiques funéraires#Habitats, architecture, édifices#Peuplement, occupation espace;fouille
566686;6913762;Haute-Normandie;Eure;Alizay;Le Postel, Le Port au Chanvre, Le Chêne, Le Pré Rompu;2011-02-07 00:00:00;2012-03-31 00:00:00;#Paléolithique, Mésolithique#Néolithique#Protohistoire;#Sciences et méthodes de l'archéologie#Peuplement, occupation espace;fouille
698790;6941867;Picardie;Oise;Noyon;La Mare aux Canards;2011-06-14 00:00:00;2012-06-15 00:00:00;#Antiquité;#Habitats, architecture, édifices;fouille
842889,5;6840661,9;Champagne-Ardenne;Haute-Marne;Saint-Dizier;Parc de référence;2012-03-01 00:00:00;2012-06-30 00:00:00;#Protohistoire#Antiquité;#Cultes et pratiques funéraires;fouille
749070;6828400;Champagne-Ardenne;Marne;Esclavolles-Lurey;Nécropole mérovingienne;2012-06-14 00:00:00;2012-07-30 00:00:00;#Protohistoire#Antiquité#Moyen Âge;#Cultes et pratiques funéraires#Habitats, architecture, édifices;fouille
708540,5;7012317,5;Nord-Pas-de-Calais;Pas-de-Calais;Marquion;Le Mont-des-Trois-Pensées et La Plaine du Renard;2011-05-16 00:00:00;2012-07-31 00:00:00;#Néolithique#Protohistoire#Antiquité#Moderne, Contemporain;#Cultes et pratiques funéraires#Habitats, architecture, édifices#Industrie, artisanat#Peuplement, occupation espace;fouille
359520;6925856;Basse-Normandie;Manche;Portbail;Genestel;2012-05-29 00:00:00;2012-08-03 00:00:00;#Antiquité;#Habitats, architecture, édifices;fouille
352870;6781684;Bretagne;Ille-et-Vilaine;Noyal-Châtillon-sur-Seiche;La Guyomerais;2012-03-12 00:00:00;2012-09-14 00:00:00;#Antiquité;#Agriculture, élevage#Habitats, architecture, édifices#Vie quotidienne, usages;fouille
547822;6689737;Centre;Indre-et-Loire;Sublaines;Le Bois Gaulpied et Le Grand Ormeau;2012-07-23 00:00:00;2012-09-26 00:00:00;#Moyen Âge;#Habitats, architecture, édifices;fouille
346991,556;6800838,575;Bretagne;Ille-et-Vilaine;La Mézière;Les Lignes de la Gonzée;2012-02-13 00:00:00;2012-10-12 00:00:00;#Protohistoire#Antiquité#Moyen Âge;#Cultes et pratiques funéraires#Habitats, architecture, édifices#Peuplement, occupation espace;fouille
496464,647;6612319,661;Poitou-Charentes;Vienne;Poitiers;Les Jardins du Puygarreau;2012-08-06 00:00:00;2012-10-19 00:00:00;#Antiquité;#Habitats, architecture, édifices;fouille
525651;6701526;Centre;Indre-et-Loire;Tours;Rue Nationale et place Jean-Jaurès;2011-02-21 00:00:00;2012-10-24 00:00:00;#Antiquité#Moyen Âge#Moderne, Contemporain;#Chasse, pêche, cueillette#Paysage et environnement#Vie quotidienne, usages;fouille
726585,008;6958166,957;Picardie;Aisne;Vendeuil;Le Bacquet d'Oise;2012-05-14 00:00:00;2012-10-26 00:00:00;#Moyen Âge;#Chasse, pêche, cueillette#Paysage et environnement#Vie quotidienne, usages;fouille
584756,942;6452121,67;Limousin;Corrèze;Brive-la-Gaillarde;Abords de la collégiale Saint-Martin;2012-07-23 00:00:00;2012-10-31 00:00:00;#Antiquité#Moyen Âge#Moderne, Contemporain;#Cultes et pratiques funéraires#Habitats, architecture, édifices;fouille
526715;6530511;Poitou-Charentes;Charente;Chassenon;Le Bourg antique;2012-08-27 00:00:00;2012-10-31 00:00:00;#Antiquité;#Habitats, architecture, édifices;fouille
526715;6530511;Poitou-Charentes;Charente;Chassenon;Bourg de Chassenon;2012-08-27 00:00:00;2012-10-31 00:00:00;#Antiquité;#Cultes et pratiques funéraires#Habitats, architecture, édifices;fouille
602037,46;7070804,428;Nord-Pas-de-Calais;Pas-de-Calais;Boulogne-sur-Mer;Crypte de la Basilique Notre-Dame de Boulogne-sur-Mer;2011-01-01 00:00:00;2012-11-01 00:00:00;#Antiquité#Moyen Âge#Moderne, Contemporain;#Cultes et pratiques funéraires#Organisation sociale et politique;fouille
618353,505;6755649,776;Centre;Loiret;Orléans;Ile de Loire entre duit Saint Charles et le pont George V;2012-09-16 00:00:00;2012-11-05 00:00:00;#Protohistoire#Antiquité#Moyen Âge#Moderne, Contemporain;#Agriculture, élevage#Habitats, architecture, édifices#Paysage et environnement#Peuplement, occupation espace;fouille
389974,599;6580166,355;Poitou-Charentes;Charente-Maritime;Andilly;rue Saint-Nicolas;2012-08-20;2012-11-16;#Protohistoire;#Habitats, architecture, édifices#Industrie, artisanat;fouille
446497,221;6513843,485;Poitou-Charentes;Charente;Bourg-Charente;Les Pièces de Monsieur Jarnac;2012-07-23 00:00:00;2012-11-30 00:00:00;#Paléolithique, Mésolithique#Antiquité#Moyen Âge;#Cultes et pratiques funéraires#Habitats, architecture, édifices#Industrie, artisanat;fouille
923241;6680463;Franche-Comté;Doubs;Rancenay;Sous la Grette;2012-10-15 00:00:00;2012-12-14 00:00:00;#Moyen Âge;#Habitats, architecture, édifices;fouille
561694,349;6929339,938;Haute-Normandie;Seine-Maritime;Rouen;Angle des rues Verte et Pouchet;2012-06-01 00:00:00;2012-12-31 00:00:00;#Moyen Âge;;fouille
853439,4;6692289,668;Bourgogne;Côte-d'Or;Dijon;Rue du Pont des Tanneries;2012-10-01 00:00:00;2013-02-28 00:00:00;#Moyen Âge#Moderne, Contemporain;#Habitats, architecture, édifices#Peuplement, occupation espace;fouille
468581,441;6895271,264;Basse-Normandie;Calvados;Moult;Le Val des Cigognes;2013-01-28 00:00:00;2013-03-08 00:00:00;#Néolithique#Protohistoire#Antiquité#Moyen Âge#Moderne, Contemporain;;fouille
364792,55;6804542,56;Bretagne;Ille-et-Vilaine;Ercé-près-Liffré;ZAC Le Bocage de l'Illet - tranche 1;2013-04-08 00:00:00;2013-06-07 00:00:00;#Protohistoire#Moyen Âge;#Cultes et pratiques funéraires#Habitats, architecture, édifices;fouille
427278;6922347;Basse-Normandie;Calvados;Port-en-Bessin-Huppain;Avenue du Général de Gaulle;2013-06-05 00:00:00;2013-06-27 00:00:00;#Antiquité;#Habitats, architecture, édifices#Peuplement, occupation espace#Vie quotidienne, usages;fouille
428935,78;6915610,38;Basse-Normandie;Calvados;Vaucelles;Le Chemin du Moulin Morin;2013-04-29 00:00:00;2013-06-28 00:00:00;#Néolithique#Protohistoire;#Cultes et pratiques funéraires#Habitats, architecture, édifices#Vie quotidienne, usages;fouille
254332,106;6742887,933;Bretagne;Morbihan;Bono;Mané Mourin;2013-03-04;2013-07-22 00:00:00;#Néolithique#Protohistoire;#Cultes et pratiques funéraires#Habitats, architecture, édifices;fouille
780740,499;6801248,121;Champagne-Ardenne;Aube;Troyes;Rue des Carmélites;;2013-08-15 00:00:00;#Protohistoire#Antiquité;#Cultes et pratiques funéraires#Vie quotidienne, usages;fouille
566700;6982000;Haute-Normandie;Seine-Maritime;Grèges;La Maison Blanche;;2013-08-30 00:00:00;;;fouille
719658;6707754;Bourgogne;Nièvre;Entrains-sur-Nohain;Rue Romaine;2013-06-19 00:00:00;2013-09-20 00:00:00;#Antiquité;#Habitats, architecture, édifices#Vie quotidienne, usages;fouille
774236,537;6277568,953;Languedoc-Roussillon;Hérault;Montpellier;Contournement ferroviaire Nîmes-Montpellier - La Cavalade;2013-04-01 00:00:00;2013-09-30 00:00:00;#Néolithique#Protohistoire#Antiquité#Moyen Âge;#Habitats, architecture, édifices#Vie quotidienne, usages;fouille
881078,868;6519934,447;Rhône-Alpes;Isère;Optevoz;Rue Philippe Tassier;2013-07-08 00:00:00;2013-10-11 00:00:00;#Néolithique#Protohistoire#Moyen Âge;;fouille
729419,996;6524915,213;Auvergne;Puy-de-Dôme;Lezoux;Les Colis;2013-06-03 00:00:00;2013-10-29 00:00:00;#Antiquité#Moyen Âge;#Habitats, architecture, édifices#Paysage et environnement;fouille
417445,491;6523444,2;Poitou-Charentes;Charente-Maritime;Saintes;Rue  Daniel-Massiou;;2013-10-31 00:00:00;#Antiquité;;fouille
931300;6839200;Lorraine;Meurthe-et-Moselle;Messein;Noires terres;2004-01-01 00:00:00;;#Moderne, Contemporain;#Archéologie des conflits;fouille
779930;6800170;Champagne-Ardenne;Aube;Troyes;Habitat antique et tannerie médiévale;2010-03-01;;#Antiquité#Moyen Âge#Moderne, Contemporain;#Habitats, architecture, édifices#Industrie, artisanat;fouille
716067,293;6514067,843;Auvergne;Puy-de-Dôme;Cournon-d'Auvergne;Les Queyriaux;2010-08-30 00:00:00;;#Néolithique#Protohistoire;#Peuplement, occupation espace#Vie quotidienne, usages;fouille
477663;3211945;Aquitaine;Dordogne;Boulazac;Boulazac;2011-11-01 00:00:00;;;#Arts, biens de prestige#Échange et transport#Peuplement, occupation espace;fouille
837738,401;6606778,328;Bourgogne;Saône-et-Loire;Martailly-lès-Brancion;Château;2012-01-01 00:00:00;;#Moyen Âge;#Habitats, architecture, édifices;fouille
500995,038;6622691,994;Poitou-Charentes;Vienne;Saint-Georges-lès-Baillargeaux;Les Gains;2012-02-29 00:00:00;;#Protohistoire#Antiquité;#Habitats, architecture, édifices#Peuplement, occupation espace;fouille
869668,97;6685851,154;Bourgogne;Côte-d'Or;Labergement-Foigney;Labergement-Foigney Champs Cottin;2012-09-01 00:00:00;;#Antiquité;#Agriculture, élevage#Habitats, architecture, édifices#Vie quotidienne, usages;fouille
781600;6793550;Champagne-Ardenne;Aube;Buchères;Parc logistique de l'Aube;2012-09-20 00:00:00;;#Néolithique#Protohistoire;#Arts, biens de prestige#Cultes et pratiques funéraires#Peuplement, occupation espace;fouille
659556;6876592;Ile-de-France;Val-d'Oise;Gonesse;Église Saint-Pierre-et-Saint-Paul;2013-01-14 00:00:00;;#Moyen Âge#Moderne, Contemporain;#Cultes et pratiques funéraires#Habitats, architecture, édifices;fouille
864992;6686933;Bourgogne;Côte-d'Or;Magny-sur-Tille;LGV Rhin-Rhône branche Est deuxième phase - Le Grand Pré, le Bas de l'Ampone;2013-03-18 00:00:00;;#Protohistoire#Antiquité#Moderne, Contemporain;#Cultes et pratiques funéraires#Habitats, architecture, édifices#Peuplement, occupation espace;fouille
918700;6245300;Provences-Alpes-Côte-d'Azur;Bouches-du-Rhône;Cuges-les-Pins;ZAC des Vigneaux;2013-03-25 00:00:00;;#Paléolithique, Mésolithique#Néolithique;#Cultes et pratiques funéraires#Habitats, architecture, édifices#Vie quotidienne, usages;fouille
652055,121;6861866,618;Ile-de-France;Paris;Paris;Paris, Préfecture de police, bâtiment d'accueil - 2 rue de Lutèce;2013-04-15 00:00:00;;#Antiquité#Moyen Âge#Moderne, Contemporain;#Cultes et pratiques funéraires#Habitats, architecture, édifices#Peuplement, occupation espace;fouille
647239,582;6495953,76;Limousin;Corrèze;Ussel;Le Theil;2013-05-21 00:00:00;;#Antiquité;#Habitats, architecture, édifices;fouille
653912,264;6891956,804;Ile-de-France;Val-d'Oise;Viarmes;Place Pierre Salvi;2013-06-03 00:00:00;;#Moyen Âge;#Habitats, architecture, édifices;fouille
989955;6733541;Franche-Comté;Territoire de Belfort;Belfort;Place d'Armes;2013-07-01 00:00:00;;#Moderne, Contemporain;#Habitats, architecture, édifices;fouille
171212;6792622;Bretagne;Finistère;Quimper;Kervouyec II;;;#Protohistoire;#Habitats, architecture, édifices#Vie quotidienne, usages;fouille
235872;6748449;Bretagne;Morbihan;Belz;Kerduelland;;;#Néolithique;#Organisation sociale et politique#Peuplement, occupation espace;fouille
242736;6810230;Bretagne;Côtes-d'Armor;Laniscat;Rosquelfen;;;#Protohistoire#Antiquité;#Arts, biens de prestige#Échange et transport#Vie quotidienne, usages;fouille
290290;6706080;Pays de la Loire;Loire-Atlantique;Guérande;Place de la Psalette - Collégiale St Aubin;;;#Antiquité#Moyen Âge;#Habitats, architecture, édifices#Peuplement, occupation espace;fouille
291529,818;6706049,723;Pays de la Loire;Loire-Atlantique;Guérande;ZAC de la Métairie de la Lande;;;#Moyen Âge#Moderne, Contemporain;#Habitats, architecture, édifices;fouille
351830;6789740;Bretagne;Ille-et-Vilaine;Rennes;Couvent des Jacobins;;;#Antiquité#Moyen Âge#Moderne, Contemporain;#Cultes et pratiques funéraires#Habitats, architecture, édifices;fouille
355574;6689305;Pays de la Loire;Loire-Atlantique;Nantes;Nantes Bouffay Neptune;;;#Antiquité#Moyen Âge#Moderne, Contemporain;#Échange et transport#Habitats, architecture, édifices#Industrie, artisanat;fouille
367830;6846855;Basse-Normandie;Manche;Le Mont-Saint-Michel;Le Mont-Saint-Michel, La Cour des Ecoles;;;#Moyen Âge;#Cultes et pratiques funéraires#Industrie, artisanat#Vie quotidienne, usages;fouille
367864;6846706;Basse-Normandie;Manche;Le Mont-Saint-Michel;Mont-Saint-Michel / Les Remparts - Tour Denis;;;#Moderne, Contemporain;#Habitats, architecture, édifices;fouille
380037;6776905;Bretagne;Ille-et-Vilaine;Bais;Un grand domaine gallo-romain;;;#Antiquité;#Agriculture, élevage#Cultes et pratiques funéraires#Habitats, architecture, édifices;fouille
384539;6707707;Pays de la Loire;Loire-Atlantique;Ancenis;ZAC de la Savinière;;;#Protohistoire;#Habitats, architecture, édifices;fouille
401483,879;6920057,216;Basse-Normandie;Calvados;Isigny-sur-Mer;Le Tuilley - La Campagne;;;#Protohistoire#Antiquité;#Habitats, architecture, édifices;fouille
417374,231;6421841,285;Aquitaine;Gironde;Bordeaux;Place Pey-Berland;;;#Moyen Âge;#Habitats, architecture, édifices;fouille
424124,349;6570264,032;Poitou-Charentes;Deux-Sèvres;Usseau;Rue de la Laiterie;;;#Moyen Âge;#Cultes et pratiques funéraires;fouille
431883,951;6713804,704;Pays de la Loire;Maine-et-Loire;Angers;Château d'Angers;;;#Néolithique#Protohistoire#Antiquité#Moyen Âge;#Habitats, architecture, édifices;fouille
471010;6766000;Pays de la Loire;Sarthe;Vallon-sur-Gée;LGV Bretagne-Pays de la Loire - La Bourlerie;;;#Antiquité;#Habitats, architecture, édifices;fouille
487922,264;6778424,357;Pays de la Loire;Sarthe;La Milesse;LGV Bretagne-Pays de la Loire - La Ronce;;;#Protohistoire#Antiquité#Moyen Âge;#Industrie, artisanat;fouille
491305;6771212;Pays de la Loire;Sarthe;Le Mans;Théâtre de Jacobins;;;#Moderne, Contemporain;#Archéologie des conflits#Organisation sociale et politique;fouille
492460;6775375;Pays de la Loire;Sarthe;Neuville-sur-Sarthe;Chapeau;;;#Antiquité;#Cultes et pratiques funéraires;fouille
497381;6897649;Basse-Normandie;Calvados;Lisieux;Quai des Remparts;;;#Moyen Âge#Moderne, Contemporain;;fouille
497686,623;6616435,479;Poitou-Charentes;Vienne;Poitiers;La Folie;;;#Paléolithique, Mésolithique;#Habitats, architecture, édifices#Sciences et méthodes de l'archéologie;fouille
502176;6421631;Aquitaine;Dordogne;Bergerac;Les  Vaures;;;#Néolithique;;fouille
506370,539;6421344,152;Aquitaine;Dordogne;Creysse;Déviation de la R.N. 21;;;#Paléolithique, Mésolithique#Néolithique;#Industrie, artisanat#Peuplement, occupation espace;fouille
546771;6335990;Midi-Pyrénées;Tarn-et-Garonne;Moissac;Le Patus - rue de l'Abbaye;;;#Moyen Âge;#Habitats, architecture, édifices;fouille
566708,49;6221555,68;Midi-Pyrénées;Ariège;Le Mas-d'Azil;Grotte du Mas d'Azil;;;#Paléolithique, Mésolithique;#Peuplement, occupation espace#Vie quotidienne, usages;fouille
574370,605;6278386,884;Languedoc-Roussillon;Aude;Narbonne;Tribunal d'instance;;;#Antiquité#Moyen Âge;#Habitats, architecture, édifices;fouille
577070;6794480;Centre;Eure-et-Loir;Alluyes;La Pierre Aiguë;;;;;fouille
579618;6898536;Haute-Normandie;Eure;Aubevoye;La chartreuse;;;#Néolithique;#Arts, biens de prestige#Cultes et pratiques funéraires#Habitats, architecture, édifices;fouille
600257;6803857;Centre;Eure-et-Loir;Allonnes;Contournement;;;#Antiquité#Moyen Âge;#Cultes et pratiques funéraires#Peuplement, occupation espace;fouille
604375,361;7047575,41;Nord-Pas-de-Calais;Pas-de-Calais;Étaples;Chemin de la Motte Ouest;;;#Moderne, Contemporain;#Archéologie des conflits;fouille
605258;6798465;Centre;Eure-et-Loir;Prasville;Vers Chesnay - La romanisation de la Beauce à Prasville;;;#Protohistoire#Antiquité;#Habitats, architecture, édifices#Industrie, artisanat;fouille
609143,973;7092827,37;Nord-Pas-de-Calais;Pas-de-Calais;Escalles;Mont d'Hubert;;;#Paléolithique, Mésolithique#Moderne, Contemporain;#Peuplement, occupation espace#Vie quotidienne, usages;fouille
616455,513;6761304,299;Centre;Loiret;Saran;Lac de la Médecinerie;;;;;fouille
617981;6756227;Centre;Loiret;Orléans;Deuxième ligne du tramway - Place de Gaulle;;;#Antiquité#Moyen Âge#Moderne, Contemporain;#Habitats, architecture, édifices#Peuplement, occupation espace;fouille
619624,564;7004320,804;Picardie;Somme;Caours;Eclipse;;;#Paléolithique, Mésolithique;#Industrie, artisanat#Paysage et environnement#Peuplement, occupation espace#Vie quotidienne, usages;fouille
634079,203;6867141,067;Ile-de-France;Yvelines;Saint-Germain-en-Laye;Domaine national : Petite Terrasse et Grand rond-point;;;#Moderne, Contemporain;#Paysage et environnement;fouille
640005;6850980;Ile-de-France;Essonne;Saclay;Val d'Albian, La Grande Mare, La Mare aux Saules;;;#Protohistoire#Moyen Âge;#Peuplement, occupation espace;fouille
647446;6858106;Ile-de-France;Hauts-de-Seine;Vanves;Rue Gaudray;;;#Antiquité#Moyen Âge;#Habitats, architecture, édifices#Vie quotidienne, usages;fouille
648493;6862623;Ile-de-France;Paris;Paris;Musée du Quai Branly;;;#Antiquité;#Chasse, pêche, cueillette#Paysage et environnement#Peuplement, occupation espace;fouille
648837;6885317;Ile-de-France;Val-d'Oise;Baillet-en-France;Centre de vacances CNPO;;;#Moderne, Contemporain;#Arts, biens de prestige#Organisation sociale et politique;fouille
651804;6862433;Ile-de-France;Paris;Paris;Rue de Rivoli;;;;;fouille
651921,28;6860625,83;Ile-de-France;Paris;Paris;22 rue d'Ulm / 9-11 rue Pierre et Marie Curie / 193 rue Saint Jacques;;;#Antiquité;#Habitats, architecture, édifices#Peuplement, occupation espace#Vie quotidienne, usages;fouille
652736;6861014;Ile-de-France;Paris;Paris;Collège des Bernardins;;;;;fouille
657870;6857662;Ile-de-France;Val-de-Marne;Saint-Maurice;53-57, rue du Maréchal-Leclerc;;;#Moderne, Contemporain;#Cultes et pratiques funéraires;fouille
658727;6833715;Ile-de-France;Essonne;Lisses;ZAC du bois de Chaland;;;;;fouille
658832;6874939;Ile-de-France;Val-d'Oise;Bonneuil-en-France;Zone de servitude ILS;;;#Moyen Âge;;fouille
664602;6834711;Ile-de-France;Essonne;Saint-Pierre-du-Perray;Le Buisson Ribeau, Lac VIII;;;#Antiquité;#Échange et transport#Habitats, architecture, édifices;fouille
672812;6832684;Ile-de-France;Seine-et-Marne;Vert-Saint-Denis;Saint-Clément, La Bichère;;;#Protohistoire#Antiquité#Moyen Âge;#Échange et transport#Habitats, architecture, édifices;fouille
675980,29;6435482,04;Languedoc-Roussillon;Pyrénées-Orientales;Amélie-les-Bains-Palalda;Camps de Las Basses;;;#Protohistoire#Antiquité;#Cultes et pratiques funéraires#Habitats, architecture, édifices#Industrie, artisanat;fouille
682409;6862066;Ile-de-France;Seine-et-Marne;Montévrain;Les Vingt-deux-arpents;;;#Antiquité#Moyen Âge;#Habitats, architecture, édifices#Industrie, artisanat#Peuplement, occupation espace#Vie quotidienne, usages;fouille
687320,012;6924341,555;Picardie;Oise;Compiègne;29-33 rue Solférino;;;#Moyen Âge;#Habitats, architecture, édifices;fouille
694570;6963261;Picardie;Somme;Mesnil-Saint-Nicaise;Chemin Bezard;;;#Antiquité;#Cultes et pratiques funéraires, Sciences et méthodes de l'archéologie;fouille
699660,604;6992026,16;Picardie;Somme;Étricourt-Manancourt;Etricourt-Manancourt;;;#Paléolithique, Mésolithique;#Peuplement, occupation espace#Vie quotidienne, usages;fouille
705683,565;6922434,437;Picardie;Oise;Attichy;Le Buissonnet;;;#Protohistoire;#Cultes et pratiques funéraires;fouille
714639,21;6252083,98;Languedoc-Roussillon;Hérault;Béziers;Le Crès Néolithique II;;;#Néolithique;#Cultes et pratiques funéraires;fouille
717167,956;6520700,489;Auvergne;Puy-de-Dôme;Pont-du-Château;Champ Lamet 6-Gefco;;;#Néolithique;#Cultes et pratiques funéraires;fouille
725508,399;6292594,56;Languedoc-Roussillon;Hérault;Lodève;Immeuble Barral Quartier Cathédral;;;#Antiquité#Moyen Âge#Moderne, Contemporain;#Habitats, architecture, édifices;fouille
726802,406;6956418,595;Picardie;Aisne;Vendeuil;La Prairie de Montigny;;;#Néolithique;#Cultes et pratiques funéraires#Échange et transport#Paysage et environnement;fouille
736551,98;7024454,6;Nord-Pas-de-Calais;Nord;Famars;La Rhonelle;;;#Antiquité;#Cultes et pratiques funéraires#Habitats, architecture, édifices#Industrie, artisanat;fouille
786215;6594849;Bourgogne;Saône-et-Loire;Paray-le-Monial;Aux origines de la basilique de Paray-le-Monial;;;#Moyen Âge;#Habitats, architecture, édifices;fouille
798605;6651724;Bourgogne;Saône-et-Loire;Autun;Faubourg d'Arroux;;;#Antiquité;#Habitats, architecture, édifices#Industrie, artisanat#Vie quotidienne, usages;fouille
800434,577;6651599,915;Bourgogne;Saône-et-Loire;Autun;Autun Pont l'Evêque;;;#Antiquité;#Cultes et pratiques funéraires;fouille
848960;630360;Provences-Alpes-Côte-d'Azur;Bouches-du-Rhône;Saint-Rémy-de-Provence;Zac d'Ussol;;;#Antiquité;#Cultes et pratiques funéraires#Habitats, architecture, édifices#Vie quotidienne, usages;fouille
853770;6520385;Rhône-Alpes;Rhône;Décines-Charpieu;Le Montout OL Land TR. 1;;;#Protohistoire#Antiquité;#Cultes et pratiques funéraires#Habitats, architecture, édifices;fouille
854220;6693746;Bourgogne;Côte-d'Or;Dijon;Boulevard de la Trémouille - Place de la République;;;#Moyen Âge;#Habitats, architecture, édifices#Organisation sociale et politique;fouille
884414;6664200;Franche-Comté;Jura;Choisey;Choisey Les Champins;;;#Protohistoire#Antiquité;#Cultes et pratiques funéraires#Habitats, architecture, édifices;fouille
892002,39;6247009,59;Provences-Alpes-Côte-d'Azur;Bouches-du-Rhône;Marseille;Collège du Vieux-Port;;;#Protohistoire;#Échange et transport#Habitats, architecture, édifices#Industrie, artisanat#Peuplement, occupation espace;fouille
892357,767;6247084,37;Provences-Alpes-Côte-d'Azur;Bouches-du-Rhône;Marseille;Maison diamantée;;;#Moderne, Contemporain;#Habitats, architecture, édifices;fouille
892361,071;6247126,21;Provences-Alpes-Côte-d'Azur;Bouches-du-Rhône;Marseille;Pavillon Daviel;;;#Moyen Âge#Moderne, Contemporain;#Habitats, architecture, édifices;fouille
893092,289;6247219,898;Provences-Alpes-Côte-d'Azur;Bouches-du-Rhône;Marseille;25  rue Thubaneau - Le jeu de paume;;;#Moderne, Contemporain;#Habitats, architecture, édifices;fouille
896093,82;6294355,28;Provences-Alpes-Côte-d'Azur;Vaucluse;Villelaure;La Tuilière;;;#Antiquité;#Arts, biens de prestige#Habitats, architecture, édifices#Vie quotidienne, usages;fouille
931476,771;6893907,317;Lorraine;Moselle;Metz;Rue Mazarin;;;#Antiquité#Moyen Âge#Moderne, Contemporain;#Cultes et pratiques funéraires#Habitats, architecture, édifices;fouille
932400;6896200;Lorraine;Moselle;Metz;Larry;;;#Antiquité;#Habitats, architecture, édifices#Vie quotidienne, usages;fouille
933590;6849170;Lorraine;Meurthe-et-Moselle;Nancy;Îlot Berger-Levrault;;;#Moderne, Contemporain;#Cultes et pratiques funéraires;fouille
945800;6837600;Lorraine;Meurthe-et-Moselle;Rosières-aux-Salines;28-30 rue du Colonel Thiébaut;;;;;fouille
1033204;6284746;Provences-Alpes-Côte-d'Azur;Alpes Maritimes;Antibes;Le pré-aux-Pêcheurs;;;#Antiquité;#Échange et transport;fouille
1050262,86;6841786,58;Alsace;Bas-Rhin;Strasbourg;Place du Château;;;#Antiquité#Moyen Âge;#Archéologie des conflits#Habitats, architecture, édifices;fouille
